age,current_occupation,first_interaction,profile_completed,website_visits,time_spent_on_website,page_views_per_visit,last_activity,print_media_type1,print_media_type2,digital_media,educational_channels,referral,status
46,Professional,Mobile App,Medium,2,363,2.814,Email Activity,No,No,No,No,No,0
23,Student,Mobile App,High,8,477,3.686,Phone Activity,No,No,No,No,No,0
62,Unemployed,Website,High,2,328,3.615,Email Activity,No,No,No,No,No,0
55,Professional,Mobile App,Medium,5,272,5.455,Email Activity,No,No,Yes,No,No,0
54,Unemployed,Mobile App,High,5,1899,8.768,Email Activity,No,No,No,No,No,0
34,Professional,Website,High,7,1508,3.723,Email Activity,No,No,No,No,No,1
51,Professional,Mobile App,High,8,1554,2.209,Website Activity,Yes,No,No,No,No,0
22,Student,Mobile App,Medium,2,2122,3.826,Phone Activity,No,No,No,No,No,0
39,Unemployed,Website,Medium,3,44,1.939,Website Activity,No,No,No,No,No,0
52,Professional,Mobile App,Medium,1,58,5.204,Email Activity,No,No,No,No,No,0
59,Unemployed,Website,High,5,1571,3.628,Email Activity,No,No,No,No,No,1
60,Unemployed,Website,Low,7,282,2.073,Email Activity,No,No,No,No,No,0
51,Professional,Website,High,1,444,2.192,Website Activity,No,No,No,No,No,1
22,Student,Website,High,8,1514,7.41,Phone Activity,No,No,No,Yes,No,0
56,Professional,Website,High,3,474,3.872,Phone Activity,No,No,No,Yes,No,1
19,Student,Website,High,1,264,2.187,Website Activity,Yes,No,No,No,No,0
54,Professional,Mobile App,High,3,251,2.111,Email Activity,No,No,No,Yes,No,0
60,Unemployed,Website,High,2,62,6.256,Email Activity,No,Yes,Yes,No,No,0
48,Unemployed,Mobile App,High,3,314,8.19,Phone Activity,No,No,No,No,No,0
34,Unemployed,Website,High,7,419,3.392,Phone Activity,No,No,No,No,No,1
59,Professional,Website,High,3,1366,2.73,Email Activity,No,No,No,No,No,1
36,Professional,Website,Medium,0,0,0.0,Email Activity,No,No,No,No,No,0
58,Unemployed,Mobile App,High,2,1956,0.313,Email Activity,No,No,No,No,No,0
35,Professional,Website,Medium,4,935,3.362,Website Activity,No,No,No,No,No,1
56,Unemployed,Website,High,1,39,2.205,Phone Activity,No,No,No,No,No,1
58,Unemployed,Mobile App,Medium,4,406,2.207,Website Activity,No,No,No,No,No,0
61,Unemployed,Mobile App,High,5,265,8.499,Email Activity,No,No,No,No,No,0
59,Professional,Website,Medium,5,85,3.567,Email Activity,No,No,No,Yes,No,0
40,Unemployed,Website,Medium,1,12,0.225,Website Activity,No,No,No,No,No,0
32,Unemployed,Website,Medium,3,2257,3.609,Website Activity,No,No,No,No,No,1
44,Unemployed,Website,Medium,1,429,5.084,Website Activity,No,No,No,Yes,No,0
57,Professional,Mobile App,High,6,583,2.049,Website Activity,No,No,No,No,No,0
59,Professional,Website,High,2,1901,0.346,Email Activity,No,No,No,No,No,1
54,Unemployed,Mobile App,High,1,342,1.628,Phone Activity,Yes,No,No,No,No,0
58,Professional,Mobile App,High,7,198,1.703,Website Activity,No,No,No,No,No,0
19,Student,Mobile App,Medium,6,352,5.11,Website Activity,No,No,No,No,No,0
56,Professional,Website,High,3,2246,3.758,Phone Activity,Yes,No,No,No,No,1
56,Unemployed,Website,Medium,2,73,2.067,Email Activity,No,No,No,No,No,0
55,Unemployed,Mobile App,High,4,33,3.778,Email Activity,No,Yes,No,No,No,0
43,Professional,Mobile App,Medium,1,85,3.54,Email Activity,No,No,No,No,No,0
23,Student,Website,Medium,4,48,5.636,Website Activity,No,No,No,No,No,0
34,Professional,Website,High,2,81,4.004,Website Activity,No,No,No,No,No,0
22,Student,Mobile App,Medium,5,390,2.211,Email Activity,No,No,Yes,Yes,No,0
45,Unemployed,Website,Medium,2,1037,2.123,Phone Activity,No,No,No,No,No,0
53,Professional,Website,Medium,1,15,3.625,Phone Activity,No,No,No,No,No,0
56,Professional,Mobile App,Medium,4,2257,2.067,Website Activity,No,No,Yes,No,No,0
57,Professional,Mobile App,Medium,8,582,2.162,Phone Activity,No,No,No,No,No,0
60,Professional,Website,Medium,14,238,2.201,Email Activity,Yes,No,No,No,No,0
49,Professional,Mobile App,Medium,4,1828,3.918,Email Activity,No,No,No,No,No,0
33,Professional,Mobile App,High,2,160,3.644,Phone Activity,No,No,No,Yes,No,0
58,Unemployed,Mobile App,High,2,204,2.273,Phone Activity,No,No,No,No,No,0
24,Student,Mobile App,High,2,1811,2.078,Email Activity,No,No,No,No,No,0
52,Professional,Website,Medium,3,132,3.64,Phone Activity,No,No,No,Yes,No,0
58,Unemployed,Website,Medium,9,424,0.263,Email Activity,No,No,No,No,No,1
28,Professional,Mobile App,High,11,884,2.079,Phone Activity,Yes,No,No,No,Yes,1
57,Professional,Mobile App,High,1,582,2.197,Email Activity,No,No,No,Yes,No,0
60,Professional,Mobile App,Medium,3,223,3.617,Email Activity,No,No,No,No,No,0
63,Unemployed,Website,High,1,477,3.418,Email Activity,No,No,No,No,No,1
19,Student,Mobile App,Medium,2,2109,3.721,Phone Activity,No,No,No,No,No,0
63,Unemployed,Website,High,4,2279,0.213,Website Activity,No,No,No,No,No,1
48,Unemployed,Mobile App,Medium,6,1533,2.195,Email Activity,No,No,No,Yes,No,0
57,Professional,Website,High,6,54,2.175,Website Activity,No,No,Yes,No,No,1
43,Unemployed,Website,High,2,72,2.678,Email Activity,No,No,No,No,No,0
57,Professional,Mobile App,High,2,2152,3.613,Website Activity,No,No,No,No,No,0
41,Professional,Website,Medium,4,693,3.455,Website Activity,No,No,No,No,No,1
32,Professional,Mobile App,High,2,1912,0.119,Phone Activity,No,No,Yes,No,No,0
59,Unemployed,Mobile App,High,0,0,0.0,Email Activity,No,No,No,No,No,0
59,Unemployed,Website,High,6,404,4.157,Email Activity,No,No,Yes,No,No,0
60,Professional,Mobile App,Medium,5,409,2.225,Email Activity,No,No,No,No,No,0
56,Professional,Mobile App,Medium,2,1622,3.741,Email Activity,No,Yes,No,No,No,0
46,Professional,Website,High,3,548,3.608,Email Activity,No,No,No,No,No,1
20,Student,Website,Medium,3,76,5.131,Phone Activity,No,No,Yes,No,No,0
35,Professional,Mobile App,Medium,4,361,1.77,Website Activity,No,No,No,No,No,0
59,Professional,Website,High,3,55,1.765,Email Activity,No,No,No,No,No,0
38,Unemployed,Website,Medium,6,114,2.24,Phone Activity,No,No,No,No,No,0
32,Unemployed,Website,High,1,310,2.118,Phone Activity,No,No,No,No,No,0
44,Professional,Mobile App,Medium,12,89,3.833,Phone Activity,No,Yes,No,No,No,0
53,Unemployed,Website,High,1,300,1.742,Website Activity,No,No,Yes,No,No,1
32,Unemployed,Mobile App,Medium,5,2210,2.653,Email Activity,No,No,No,No,No,1
56,Professional,Website,Medium,6,2191,2.254,Email Activity,No,Yes,No,No,No,1
55,Professional,Website,High,5,443,4.862,Email Activity,No,No,No,Yes,No,1
58,Professional,Mobile App,High,7,58,8.229,Email Activity,No,No,No,No,No,0
50,Professional,Website,Medium,2,422,0.04,Email Activity,No,No,Yes,No,No,1
59,Professional,Website,High,14,1799,5.301,Email Activity,No,No,No,No,No,1
59,Professional,Mobile App,Medium,3,375,3.657,Email Activity,No,No,No,No,No,0
21,Student,Website,Medium,2,2231,3.486,Email Activity,No,No,No,Yes,No,0
24,Student,Mobile App,Medium,1,256,1.976,Email Activity,Yes,No,No,No,No,0
35,Unemployed,Website,High,5,343,3.397,Email Activity,No,No,No,No,No,0
19,Student,Website,High,0,0,0.0,Email Activity,No,No,No,No,No,1
20,Student,Mobile App,High,3,6,5.701,Email Activity,No,No,No,No,No,0
57,Professional,Website,Medium,7,1975,2.151,Email Activity,No,No,No,No,No,1
57,Unemployed,Mobile App,Medium,7,2171,2.154,Email Activity,No,No,No,No,No,0
63,Unemployed,Website,High,4,581,2.21,Email Activity,No,No,No,No,No,0
58,Professional,Website,High,5,1828,2.175,Email Activity,No,No,No,No,No,1
38,Unemployed,Mobile App,High,2,348,2.102,Email Activity,No,No,No,No,No,0
56,Professional,Mobile App,Medium,2,298,4.085,Website Activity,No,No,No,Yes,No,0
31,Professional,Website,High,2,636,4.496,Phone Activity,No,No,No,No,No,1
30,Professional,Mobile App,Medium,1,401,4.196,Phone Activity,No,No,No,No,No,0
21,Student,Mobile App,Medium,0,0,0.0,Email Activity,No,No,No,No,No,0
51,Professional,Website,Medium,2,82,3.079,Website Activity,No,No,No,No,No,0
56,Professional,Website,High,2,188,1.1,Phone Activity,No,No,Yes,No,No,1
49,Professional,Mobile App,Medium,4,2314,5.467,Email Activity,No,No,No,Yes,Yes,1
52,Professional,Website,High,7,15,4.382,Email Activity,No,No,No,No,No,1
63,Unemployed,Mobile App,Medium,1,390,2.468,Email Activity,Yes,No,No,No,No,0
56,Unemployed,Mobile App,Medium,7,242,5.552,Email Activity,Yes,No,No,No,No,0
41,Professional,Mobile App,High,8,88,0.187,Email Activity,No,No,No,No,No,0
55,Professional,Website,High,6,207,5.625,Website Activity,No,No,No,No,No,0
57,Professional,Mobile App,High,2,131,2.219,Website Activity,No,No,Yes,No,No,0
38,Professional,Website,High,2,63,5.565,Phone Activity,No,No,No,No,No,1
59,Professional,Website,High,0,0,0.0,Email Activity,No,No,No,No,No,0
51,Professional,Website,Medium,1,708,3.814,Email Activity,No,No,Yes,No,No,1
49,Professional,Mobile App,Medium,1,958,4.034,Email Activity,No,No,Yes,No,No,0
42,Professional,Website,Medium,3,398,2.125,Website Activity,No,No,No,No,No,0
59,Unemployed,Website,High,2,198,0.189,Phone Activity,Yes,No,No,No,No,1
60,Unemployed,Mobile App,Medium,11,89,2.144,Website Activity,No,No,No,No,No,0
58,Professional,Website,Medium,2,54,2.136,Phone Activity,Yes,No,No,No,No,0
49,Unemployed,Mobile App,Medium,5,6,1.411,Email Activity,No,No,No,Yes,No,0
58,Professional,Website,High,0,0,0.0,Phone Activity,No,No,No,No,No,1
24,Student,Mobile App,Low,24,137,6.814,Email Activity,No,No,No,No,No,0
53,Professional,Mobile App,Medium,9,2204,3.563,Email Activity,No,No,No,No,No,1
60,Professional,Mobile App,High,2,1723,2.649,Website Activity,No,No,Yes,No,No,0
23,Student,Website,Medium,4,367,1.846,Email Activity,No,No,No,No,No,0
54,Professional,Mobile App,Medium,4,209,2.124,Email Activity,No,No,No,No,No,0
34,Professional,Website,Medium,2,1,0.254,Email Activity,No,No,Yes,No,No,0
51,Professional,Website,High,13,175,3.675,Email Activity,No,No,No,No,No,1
55,Professional,Website,Medium,9,2310,2.074,Email Activity,Yes,No,No,No,No,1
61,Unemployed,Website,High,7,389,0.146,Website Activity,No,No,No,Yes,No,0
32,Unemployed,Website,High,2,325,2.115,Email Activity,No,No,No,No,No,0
59,Professional,Mobile App,High,2,68,5.206,Email Activity,No,No,No,No,No,0
32,Unemployed,Mobile App,High,0,0,0.0,Email Activity,No,No,No,No,No,0
57,Professional,Website,Medium,5,381,7.813,Email Activity,No,No,No,No,No,0
58,Professional,Website,High,4,68,6.667,Website Activity,No,Yes,No,No,No,0
57,Professional,Website,High,5,586,5.746,Email Activity,No,No,No,No,No,1
21,Student,Website,Medium,3,1729,2.043,Website Activity,No,No,No,No,No,0
50,Professional,Website,High,1,66,5.391,Website Activity,No,No,No,No,No,1
48,Professional,Mobile App,High,1,758,2.197,Phone Activity,No,No,No,No,No,0
57,Professional,Website,High,2,144,2.106,Website Activity,No,No,No,No,No,1
59,Professional,Website,High,2,81,3.06,Email Activity,No,No,No,No,No,0
24,Student,Mobile App,High,1,1661,9.1,Email Activity,Yes,No,Yes,Yes,No,0
52,Unemployed,Mobile App,High,1,255,2.157,Email Activity,No,No,Yes,No,No,0
37,Professional,Website,Medium,1,299,2.178,Website Activity,No,No,No,Yes,No,0
60,Professional,Mobile App,High,5,1950,2.598,Website Activity,No,No,No,No,No,0
58,Professional,Website,Medium,1,353,3.413,Website Activity,No,No,No,No,No,0
20,Student,Website,High,4,66,2.003,Website Activity,No,No,No,No,No,0
44,Professional,Mobile App,High,0,0,0.0,Email Activity,Yes,No,No,No,No,0
60,Professional,Mobile App,Medium,15,2042,3.003,Email Activity,No,No,Yes,No,No,0
23,Student,Mobile App,Medium,7,1481,3.219,Phone Activity,No,No,No,No,No,0
50,Unemployed,Website,High,2,556,3.736,Website Activity,No,No,No,No,No,0
59,Professional,Mobile App,High,11,346,0.092,Email Activity,No,No,No,No,No,0
20,Student,Website,High,0,0,0.0,Email Activity,No,No,No,Yes,No,1
59,Professional,Website,Medium,6,1744,3.223,Email Activity,No,No,No,No,No,1
48,Professional,Mobile App,Medium,6,2174,1.657,Email Activity,No,No,No,No,No,0
60,Professional,Mobile App,Medium,7,1926,3.452,Phone Activity,No,No,No,No,No,0
34,Unemployed,Website,Medium,5,27,5.348,Phone Activity,No,No,No,Yes,No,0
49,Professional,Mobile App,High,6,2089,2.104,Email Activity,No,No,No,No,No,0
53,Professional,Website,High,3,2047,3.367,Email Activity,No,No,No,No,No,1
45,Unemployed,Website,High,4,355,6.749,Email Activity,No,No,No,No,No,0
44,Unemployed,Website,Medium,1,304,2.143,Website Activity,No,No,No,No,No,0
21,Student,Mobile App,Medium,1,80,2.205,Email Activity,No,No,No,Yes,No,0
42,Professional,Mobile App,High,2,43,3.044,Email Activity,No,No,No,No,No,0
43,Unemployed,Mobile App,Medium,2,81,6.846,Phone Activity,No,No,No,Yes,No,0
56,Professional,Website,High,2,577,0.193,Email Activity,Yes,No,No,No,No,1
57,Unemployed,Mobile App,Medium,2,284,3.055,Phone Activity,No,No,No,No,No,0
56,Professional,Mobile App,Medium,8,2310,2.229,Phone Activity,No,No,Yes,No,No,0
29,Professional,Mobile App,High,1,2145,0.232,Phone Activity,Yes,No,No,No,No,0
62,Unemployed,Website,High,2,1676,2.182,Email Activity,No,No,No,No,No,0
25,Student,Mobile App,High,9,265,4.006,Email Activity,No,No,No,No,No,0
58,Professional,Website,High,2,1908,3.794,Website Activity,Yes,No,No,No,No,1
27,Professional,Website,Medium,2,72,2.823,Phone Activity,No,No,No,No,No,0
59,Professional,Mobile App,High,2,390,3.277,Phone Activity,No,No,No,No,No,0
59,Unemployed,Website,Medium,2,323,2.214,Email Activity,No,No,No,No,No,0
57,Professional,Website,Medium,2,325,3.39,Phone Activity,No,Yes,No,No,No,0
32,Unemployed,Website,Medium,1,1452,5.107,Phone Activity,No,No,No,No,No,0
60,Unemployed,Mobile App,High,6,48,3.684,Phone Activity,No,No,No,No,No,0
55,Professional,Website,Medium,9,218,0.323,Website Activity,No,No,No,No,No,0
24,Student,Mobile App,Medium,30,388,3.566,Website Activity,No,No,No,No,No,0
30,Professional,Website,Medium,5,1962,6.493,Phone Activity,Yes,No,No,No,No,1
55,Unemployed,Mobile App,Medium,3,314,2.2,Website Activity,No,No,No,No,No,0
19,Student,Website,Medium,3,582,3.741,Phone Activity,Yes,No,No,No,No,0
52,Professional,Website,Medium,4,1969,3.965,Email Activity,No,No,No,No,No,1
59,Unemployed,Website,Low,2,556,2.901,Phone Activity,No,No,No,No,No,0
43,Professional,Website,Medium,1,202,0.219,Phone Activity,No,No,No,No,No,0
33,Professional,Website,Medium,2,1585,3.379,Website Activity,Yes,No,No,No,No,0
57,Professional,Website,High,8,2537,0.155,Email Activity,No,No,No,No,No,1
32,Unemployed,Mobile App,High,3,853,3.206,Email Activity,No,No,No,No,No,0
53,Professional,Mobile App,Medium,5,239,4.478,Email Activity,No,No,No,Yes,No,0
32,Professional,Mobile App,Medium,13,360,2.174,Email Activity,No,No,No,No,No,0
45,Unemployed,Mobile App,Medium,9,1586,7.207,Phone Activity,No,No,No,No,No,0
19,Student,Website,Medium,7,280,3.466,Phone Activity,Yes,No,Yes,No,No,0
45,Professional,Mobile App,High,4,81,7.466,Website Activity,No,No,No,No,No,0
59,Unemployed,Mobile App,High,6,1787,2.74,Email Activity,No,No,No,No,No,1
56,Professional,Website,High,4,299,2.127,Website Activity,No,No,No,No,No,1
21,Student,Mobile App,Medium,2,1635,0.025,Email Activity,No,No,No,No,No,0
32,Professional,Mobile App,Medium,1,216,2.129,Phone Activity,No,No,No,No,No,0
20,Student,Website,High,1,42,2.244,Email Activity,No,No,No,No,No,0
26,Professional,Mobile App,Medium,2,1563,2.128,Phone Activity,No,No,No,Yes,No,0
19,Student,Mobile App,High,3,294,2.17,Website Activity,No,No,Yes,No,No,0
48,Professional,Website,Medium,2,307,3.225,Email Activity,No,No,No,No,No,0
49,Unemployed,Mobile App,High,3,1888,1.973,Phone Activity,No,No,Yes,Yes,No,0
58,Unemployed,Website,High,3,2086,1.995,Website Activity,No,No,No,No,No,1
52,Professional,Mobile App,Medium,4,612,0.23,Phone Activity,No,No,No,No,No,0
62,Unemployed,Website,Medium,3,357,4.432,Email Activity,No,No,No,No,No,0
56,Professional,Website,Medium,2,1736,2.062,Email Activity,No,No,No,No,No,1
41,Professional,Mobile App,Medium,1,1421,2.639,Phone Activity,No,No,No,No,No,0
59,Professional,Website,Medium,7,24,3.557,Email Activity,Yes,No,No,No,No,0
59,Professional,Mobile App,High,2,64,5.563,Phone Activity,Yes,No,No,No,No,0
58,Professional,Mobile App,Medium,3,13,2.529,Website Activity,No,No,No,Yes,No,0
51,Unemployed,Website,High,4,2029,0.032,Email Activity,No,No,No,No,No,0
47,Professional,Website,High,1,78,3.436,Email Activity,No,No,No,Yes,No,1
44,Professional,Website,High,2,673,3.906,Email Activity,No,No,No,No,No,1
58,Unemployed,Mobile App,Medium,1,68,3.653,Phone Activity,No,No,Yes,No,No,0
57,Unemployed,Mobile App,Medium,10,2068,0.203,Phone Activity,No,No,No,No,No,1
60,Unemployed,Mobile App,High,4,403,2.595,Email Activity,No,No,No,No,No,0
54,Professional,Mobile App,Medium,0,0,0.0,Email Activity,No,No,No,No,No,0
55,Unemployed,Mobile App,High,1,55,5.694,Email Activity,No,No,Yes,No,No,0
56,Professional,Mobile App,High,2,651,3.358,Email Activity,Yes,No,No,No,No,1
59,Professional,Website,High,2,1704,2.153,Phone Activity,No,No,No,No,No,1
44,Unemployed,Mobile App,Medium,5,1401,5.416,Website Activity,No,No,No,No,No,0
58,Professional,Mobile App,High,2,153,3.138,Website Activity,No,No,No,No,No,0
22,Student,Website,Medium,4,2426,0.125,Email Activity,No,No,No,No,No,0
18,Student,Mobile App,High,1,1327,5.08,Email Activity,No,No,Yes,No,No,0
42,Professional,Website,High,3,1394,2.154,Website Activity,No,No,No,Yes,No,1
33,Professional,Website,Medium,0,0,0.0,Email Activity,No,No,No,No,No,0
49,Unemployed,Mobile App,High,5,131,2.107,Email Activity,No,No,No,No,No,0
58,Unemployed,Mobile App,High,8,621,3.027,Email Activity,No,No,No,No,No,1
26,Professional,Website,Medium,3,555,2.125,Email Activity,No,No,No,No,No,1
29,Professional,Website,High,3,1249,2.848,Email Activity,No,No,No,No,No,1
56,Professional,Website,High,1,2412,2.049,Email Activity,No,No,No,No,No,1
42,Professional,Mobile App,Medium,6,39,4.163,Email Activity,No,No,Yes,No,No,0
43,Unemployed,Mobile App,High,2,89,2.167,Phone Activity,No,No,No,Yes,No,0
22,Student,Website,Medium,7,140,3.789,Website Activity,No,No,Yes,No,Yes,1
56,Unemployed,Website,High,3,1673,2.003,Phone Activity,No,No,No,No,No,1
41,Professional,Mobile App,Medium,2,546,3.337,Email Activity,Yes,No,No,No,No,1
34,Professional,Mobile App,Medium,2,332,2.074,Email Activity,No,No,No,Yes,No,0
44,Unemployed,Website,Medium,2,1949,3.673,Phone Activity,No,No,Yes,No,No,0
57,Professional,Mobile App,Medium,1,1813,5.615,Phone Activity,No,No,No,No,No,0
34,Unemployed,Website,Medium,5,1566,3.364,Phone Activity,No,No,No,No,No,0
58,Professional,Website,Medium,10,1747,2.078,Email Activity,Yes,No,No,No,No,1
58,Unemployed,Mobile App,Medium,3,1571,1.713,Email Activity,No,No,No,No,No,0
45,Professional,Mobile App,High,4,1118,3.923,Email Activity,No,No,No,No,No,0
57,Professional,Website,Medium,5,560,3.78,Email Activity,No,No,No,No,No,1
52,Professional,Website,High,2,696,0.194,Website Activity,No,No,Yes,No,No,1
49,Unemployed,Mobile App,Medium,2,2020,1.232,Phone Activity,Yes,No,No,No,No,0
48,Professional,Mobile App,High,8,86,5.412,Email Activity,No,No,Yes,No,No,0
50,Unemployed,Website,High,2,1428,5.555,Website Activity,No,No,No,Yes,No,1
60,Professional,Website,Medium,4,296,3.947,Email Activity,No,No,No,No,No,0
25,Professional,Mobile App,High,2,326,2.0,Phone Activity,No,No,No,No,No,0
19,Student,Mobile App,High,5,84,5.259,Email Activity,No,No,No,No,No,0
50,Unemployed,Mobile App,High,1,333,1.921,Email Activity,No,No,No,No,No,0
56,Professional,Website,Low,4,83,2.203,Phone Activity,No,No,No,No,No,0
18,Student,Website,High,8,339,1.4,Phone Activity,No,No,No,No,No,0
26,Professional,Mobile App,Medium,14,468,1.898,Phone Activity,No,No,Yes,No,No,0
43,Professional,Website,Medium,5,1961,2.1,Phone Activity,No,No,No,No,No,0
33,Professional,Mobile App,High,1,344,2.878,Website Activity,No,No,No,Yes,No,0
45,Professional,Website,High,5,331,3.857,Website Activity,No,No,No,No,No,0
44,Professional,Website,High,8,2093,2.172,Email Activity,No,No,No,No,No,1
20,Student,Mobile App,Medium,5,89,2.069,Email Activity,No,No,No,No,No,0
28,Professional,Website,Medium,6,534,3.106,Email Activity,No,No,No,No,No,1
58,Professional,Website,Low,4,207,0.318,Phone Activity,No,No,No,No,No,0
47,Professional,Website,High,3,2285,3.566,Email Activity,No,No,No,No,No,1
58,Professional,Mobile App,Medium,1,134,2.249,Email Activity,No,No,No,No,No,0
47,Unemployed,Mobile App,Low,7,278,4.96,Email Activity,No,No,No,Yes,No,0
59,Professional,Website,Medium,4,1421,3.354,Phone Activity,No,No,No,No,No,0
56,Professional,Website,High,4,2013,8.642,Email Activity,No,No,No,No,No,1
43,Professional,Mobile App,High,2,814,3.429,Email Activity,No,No,No,No,No,0
